Company_Name,Founder_Name,Founder_linkedin_id,No_of_Employees,Funding_Type,Year_Founded,Software_Type,Industry_Type,Category,Size_of_Company,Company_Website,Company_Linkedin_id,City,Address,Short_Desription
Traffic Ticket CRM,Null,Null,1-10 employees,Self-funded,2001,B2G,Government,Practice Management,Startup,www.trafficticketcrm.com,https://www.linkedin.com/company/tracts-co/about/,Houston,"2245 Texas Drive, Suite 300, Sugar land, TX 77479",Workflow and case management software
Trafficware,Joe Custer,https://www.linkedin.com/in/joe-custer-835439b/,201-500 employees,Acquired,1979,B2G,Government,Business Mgt and ERP,Medium,trafficware.com,https://www.linkedin.com/company/cubictrafficware/about/,Houston,"522 Gillingham Ln, Sugar Land, Texas 77478, US",Transportation management software for SmartCities
TripPlanning.Biz,Sumant Salway,https://www.linkedin.com/in/sumant-salway-42b2902/,1-10 employees,Self-funded,2011,B2B SaaS,Horizontal,On-Demand Services,Startup,tripplanning.biz,https://www.linkedin.com/company/tripplanning-biz/about/,Houston,"Katy, TX",Self serve corporate flight management
Truste Solutions,Kristi Singal,https://www.linkedin.com/in/kristi-singal-a738004/,11-50 employees,Self-funded,2002,B2B SaaS,Legal,Practice Management,Small,www.trustesolutions.com,https://www.linkedin.com/company/trustesolutions/about/,Houston,"1504 Anita Street, Houston, TX 77401, US",Case management software
TrusteSolutions,Kristi Singal,https://www.linkedin.com/in/kristi-singal-a738004/,11-50 employees,Self-funded,2001,B2B SaaS,Legal,Document Management,Small,www.trustesolutions.com,https://www.linkedin.com/company/trustesolutions/about/,Houston,"1504 Anita Street, Houston, TX 77401, US",Bankruptcy case management software
TSEVO,JD Garner,https://www.linkedin.com/in/jdgarner2/,11-50 employees,Self-funded,2003,B2B SaaS,Horizontal,Compliance,Small,www.tsevo.com,https://www.linkedin.com/company/tsevo-llc-/about/,Houston,"708 Main Street, Suite 400, Houston, Texas 77002, US","Customer insights, payments, and data analytics"
TTEC,Kenneth Tuchman,https://www.linkedin.com/in/kennethtuchman/,"10,001+ employees",Public,1982,B2B SaaS,Horizontal,Sales and Marketing,Large,www.ttec.com,https://www.linkedin.com/company/ttec/about/,Houston,"5959 Corporate Dr., Suite 3000, Houston, TX 77036",Customer engagement solutions
Ultralight,Adam Simmons,https://www.linkedin.com/in/adamjeansimmons/,1-10 employees,Angel or Seed Funding,2018,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,ultralig.ht,https://www.linkedin.com/company/ultralight-inc/about/,Houston,"15822 Jamie Lee Dr, Houston, Texas 77095, US",GPU HTML UI Engine for desktop and games
Unee Labs,Cody Cupp,https://www.linkedin.com/in/codycupp/,1-10 employees,Self-funded,2015,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Startup,www.uneelabs.com,https://www.linkedin.com/company/unee-group/about/,Houston,"4747 Research Forest Dr, Suite 180-209, The Woodlands, Texas, US",Data visualization platform
UpBrainery,Ghazal Qureshi,https://www.linkedin.com/in/ghazalqureshi/?lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B2wX2x3LhQf6Ei57MsHzUqg%3D%3D,11-50 employees,Self-funded,2017,B2B SaaS,Horizontal,eLearning,Small,www.upbrainery.com,https://www.linkedin.com/company/upbrainery/about/,Houston,"7862 South Park Drive, The Woodlands, TX, U.S.",eLearning personalization platform
Uphance,Venkat Koripalli,https://www.linkedin.com/in/venkatkoripalli/,11-50 employees,Self-funded,2017,B2B SaaS,Retail,Business Mgt and ERP,Small,www.uphance.com,https://www.linkedin.com/company/uphance/about/,Houston,"118 Vintage Park Blvd, Houston, Texas 77070, US",Apparel management ERP software
Valhalla Healthcare,"Alex Baqui, MD",https://www.linkedin.com/in/alexbaqui/?lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3BA3%2Fr6zStQN%2BEVxBoHv38qA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_company-people_profile_card_name_link,11-50 employees,Angel or Seed Funding,2017,B2B SaaS,Healthcare,Automation,Small,www.valhalla.healthcare,https://www.linkedin.com/company/valhalla-healthcare/about/,Houston,"2450 Holcombe Blvd, Houston, Texas",Patient intake and clinical documentation automation
ValueLink Software,Farrukh Omar,https://www.linkedin.com/in/farrukhomar1/,11-50 employees,Self-funded,2008,B2B SaaS,Real Estate,Business Mgt and ERP,Small,valuelinksoftware.com,https://www.linkedin.com/company/valuelink-software/about/,Houston,"3200 Wilcrest Dr, Suite 575, Houston, Texas 77042, US",Automated appraisal management software
Varsity Hype,Jorge Ortiz,https://www.linkedin.com/in/jorge-ortiz-b907579a/,1-10 employees,Self-funded,2020,B2B SaaS,Sports and Fitness,On-Demand Services,Startup,www.varsityhype.com,https://www.linkedin.com/company/varsity-hype/about/,Houston,"1334 Brittmoore Road, Houston, TX 77045",Video and analytics for amateur sports
VelocityDB,Mats Persson,https://www.linkedin.com/in/matspca/,1-10 employees,Self-funded,2011,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,www.velocitydb.com,https://www.linkedin.com/company/velocitydb-inc-/about/,Houston,"Houston, TX",Object and graph DB engine
Vennsmith,Ossie Okeke,https://www.linkedin.com/in/ossie-okeke/,1-10 employees,Self-funded,2015,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Startup,vennsmith.com,https://www.linkedin.com/company/vennsmith/about/,Houston,"708 Main Street, Houston, Texas 77002, US",Data analytics for energy trading
Veriforce,Colby Lane,https://www.linkedin.com/in/colby-lane-213a1645/,201-500 employees,Acquired,1993,B2B SaaS,Horizontal,Compliance,Medium,veriforce.com,https://www.linkedin.com/company/veriforce-llc/about/,Houston,"1575 Sawdust Road, Suite 600, The Woodlands, Texas 77380, US",Contractor compliance platform
Vias,Burak Ozturk,https://www.linkedin.com/in/burak-ozturk-47206b98/,51-200 employees,Self-funded,2015,B2B SaaS,Manufacturing,On-Demand Services,Medium,www.viascorp.com,https://www.linkedin.com/company/vias-virtual-integrated-analytics-solutions/about/,Houston,"1400 Broadfield Blvd #325, Houston, TX 77084, US",Software for engineering design and analysis
VisiumKMS,Patrick Cusk,https://www.linkedin.com/in/patrick-cusk-497b7433/,11-50 employees,Acquired,1994,B2B SaaS,Horizontal,Compliance,Small,visiumkms.com,https://www.linkedin.com/company/visiumkms/about/,Houston,"2700 Post Oak Blvd, Houston, Texas 77056, US",Process management software
Visualutions,Joe Craigen,https://www.linkedin.com/in/joe-craigen-a218a3/,51-200 employees,Self-funded,1995,B2B SaaS,Healthcare,Practice Management,Medium,www.visualutions.com,https://www.linkedin.com/company/visualutions/about/,Houston,"7440 Mintwood Lane, Spring, TX 77379, US",Community health management solutions
VLI Tech,Fred Wilkins,https://www.linkedin.com/in/fred-wilkins-vlitech/,11-50 employees,Self-funded,2011,B2B SaaS,Healthcare,Business Mgt and ERP,Small,vlitech.com,https://www.linkedin.com/company/vli-tech/about/,Houston,"4201 Cypress Creek Pkwy, 340, Houston, Texas 77068, US",Operations management for EMS providers
Voyager,Matthew Costello,https://www.linkedin.com/in/matthew-costello-554a296/,11-50 employees,Angel or Seed Funding,2018,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Small,www.voyagerportal.com,https://www.linkedin.com/company/voyagerportal/about/,Houston,"708 Main St, Level 3, WeWork Labs, Houston, Texas 77002, US",Marine supply chain management software
Warm Commerce,Charles Dauber,https://www.linkedin.com/in/cdauber/,1-10 employees,Self-funded,2018,B2B SaaS,Horizontal,Compliance,Startup,www.warmcommerce.com,https://www.linkedin.com/company/warmcommerce/about/,Houston,"1301 Fannin St, Houston, Texas 77002, USA",Supplier management platform
Webinato by omNovia Technologies,Shahin Shadfar,https://www.linkedin.com/in/sshadfar/,1-10 employees,Self-funded,2012,B2B SaaS,Horizontal,Communications,Startup,www.webinato.com,https://www.linkedin.com/company/omnovia-technologies/about/,Houston,"Houston, TX",Video conference software
WellDatabase,John Ferrell,https://www.linkedin.com/in/johnferrellsr/,1-10 employees,Self-funded,2010,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Startup,welldatabase.com,https://www.linkedin.com/company/welldatabase/about/,Houston,"2001 Timberloch Pl, Ste 500, The Woodlands, TX 77380",Searchable oil well database
Wise Athena,Alfonso Vazquez,https://www.linkedin.com/in/alfonsovazquez/,11-50 employees,Other,2013,B2B SaaS,CPG,Analytics and BI,Small,wiseathena.com,https://www.linkedin.com/company/wiseathena-com/about/,Houston,"825 Town & Country Ln 12th floor, Houston, TX 77024",AI for promotional pricing management
WizeHire,Jay Niblick,https://www.linkedin.com/in/jay-niblick-669856/,11-50 employees,VC-funded,2014,B2B SaaS,Horizontal,HR and Recruiting,Small,wizehire.com,https://www.linkedin.com/company/wizehire/about/,Houston,"Houston, TX",Recruiting platform for small business
Wolters Kluwer ELM Solutions,Jonah Paransky,https://www.linkedin.com/in/jonahparansky/,"10,001+ employees",Self-funded,1998,B2B SaaS,Legal,Business Mgt and ERP,Large,www.wkelmsolutions.com,https://www.linkedin.com/company/wolters-kluwer-elm-solutions/about/,Houston,"3009 Post Oak Blvd., Suite 1100, Houston, Texas 77056, US",Legal business management software
WorkflowMania,Null,Null,1-10 employees,Self-funded,2014,B2B SaaS,Automotive,Business Mgt and ERP,Startup,www.workflowmania.com,https://www.linkedin.com/company/wolters-kluwer-elm-solutions/about/,Houston,"11041 Shadow Creek Pearland, TX 77854",Repair shop management software
Xpediant Solutions Group,Qusai Mahesri,https://www.linkedin.com/in/qusaimahesri/,51-200 employees,Self-funded,2001,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,www.xpediantdigital.com,https://www.linkedin.com/company/xpediantdigital/about/,Houston,"5444 Westheimer Rd, Houston, Texas 77056, US",Digital asset management software
Your Next Seven,John McMullen,https://www.linkedin.com/in/smplejohn/,11-50 employees,Self-funded,2011,B2B SaaS,Horizontal,HR and Recruiting,Small,www.yournextseven.com,https://www.linkedin.com/company/xpediantdigital/about/,Houston,"2211 Rayford Rd, Spring, TX 77386",Employee scheduling software
Z-Terra,Alexander Mihai Popovici,https://www.linkedin.com/in/alexandermihaipopovici/,11-50 employees,Self-funded,2010,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Small,www.z-terra.com,https://www.linkedin.com/company/z-terra-inc./about/,Houston,"17171 Park Row, Suite 247, Houston, TX 77084, US",Enterprise seismic imaging software
Zdaly,Rajdeep Golecha,https://www.linkedin.com/in/rajdeepgolecha/,11-50 employees,Angel or Seed Funding,2016,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Small,www.zdaly.com,https://www.linkedin.com/company/zdaly-com/about/,Houston,"2700 Post Oak Blvd., 21st Floor, Houston, Texas 77056",Business planning and forecasting software
Zeteky,Null,Null,1-10 employees,VC-funded,2015,B2G,Government,On-Demand Services,Startup,www.closewatch.tips,https://www.linkedin.com/company/zdaly-com/about/,Houston,"5120 Woodway Dr., Suite 6022, Houston, TX 77056",Crime reporting software
Zprepay,Parvez Jasani,https://www.linkedin.com/in/parvez-jasani-2b17456a/,11-50 employees,Self-funded,2009,B2B SaaS,Retail,Point of Sale,Small,www.prepaidstop.com,https://www.linkedin.com/company/zprepay-inc/about/,Houston,"4252 Bluebonnet Dr, Stafford, TX 77477",Point of sale technology
ZuSo Dental,Null,Null,1-10 employees,Self-funded,2015,B2B SaaS,Healthcare,Accounting and Finance,Startup,www.zusodental.net,https://www.linkedin.com/in/zuso-dental-0570a7222/,Houston,"Houston, TX",Procurement software for dental practices
1st Providers Choice,Jason Keele,https://www.linkedin.com/in/jason-keele-30341410/,11-50 employees,Self-funded,1989,B2B SaaS,Healthcare,Practice Management,Small,www.1stproviderschoice.com,https://www.linkedin.com/company/1st-providers-choice/about/,Null,"Chandler, AZ",Electronic medical records and practice mgmt software
Abstrakt,Greg Reffner,https://www.linkedin.com/in/gregreffner/,1-10 employees,Angel or Seed Funding,2020,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.abstrakt.ai,https://www.linkedin.com/company/abstraktsoftware/about/,Phoenix,"Phoenix, AZ",Real-time call coaching software
Accruent,Andy Ruse,https://www.linkedin.com/in/andrewruse/,1001-5000 employees,Acquired,1995,B2B SaaS,Real Estate & Property Mgt.,Business Mgt and ERP,Large,www.accruent.com,https://www.linkedin.com/company/accruent/about/,Phoenix,"Foothills Vista Tech Center, 15210 South 50th Street, Suite 190, Phoenix, AZ 85044","Real estate, facilities, and asset management"
Acronis SCS,John Zanni,https://www.linkedin.com/in/johnzanni/,11-50 employees,Self-funded,2008,B2G,Horizontal,Cloud and Software Dev Tools,Small,acronisscs.com,https://www.linkedin.com/company/acronis-scs/about/,Phoenix,"6370 East Thomas Road, Suite 250, Scottsdale, AZ 85251",Cloud backup and data protection for U.S. public sector
ActiveClass,Nate Hurst,https://www.linkedin.com/in/nate-hurst-6bb89610/,1-10 employees,Angel or Seed Funding,2021,B2B SaaS,Education,eLearning,Startup,www.activeclass.com,https://www.linkedin.com/company/activeclass/about/,Phoenix,"410 N Scottsdale Rd, STE 1000, Tempe, AZ 85281",Social learning platform for higher education
activeG,Andy Stewart,https://www.linkedin.com/in/andystewart/,1-10 employees,Self-funded,1997,B2B SaaS,Horizontal,Automation,Startup,www.activeg.com,https://www.linkedin.com/company/activeg-llc/about/,Phoenix,"Mesa, AZ",GIS and spacial EAM automation solutions
ActualMetrics,Mike Chipman,https://www.linkedin.com/in/mike-chipman-5bb1501/,1-10 employees,Self-funded,2006,B2B SaaS,Horizontal,Analytics and BI,Startup,www.actualmetrics.com,https://www.linkedin.com/company/actual-metrics/about/,Phoenix,"14747 N Northsight Blvd., STE 111-411, Scottsdale, AZ 85260",Website performance measurement software
Adapt the Game,Victor OCando,https://www.linkedin.com/in/victor-ocando-06921742/,1-10 employees,Other,2020,Consumer,Horizontal,Lifestyle,Startup,www.adaptthegame.io,https://www.linkedin.com/company/adapt-the-game/about/,Phoenix,"Tempe, AZ",App for access to ADA seating at event venues
ADMANITY,Brian Gregory,https://www.linkedin.com/in/briangregoryadmanity/,1-10 employees,Self-funded,2019,B2B SaaS,Horizontal,Sales and Marketing,Startup,admanity.com,https://www.linkedin.com/company/admanity/about/,Phoenix,"Phoenix, AZ",Brand analysis platform for online marketers
ADP,Gus Blanchard,https://www.linkedin.com/in/gus-blanchard/,"10,001+ employees",Public,1949,B2B SaaS,Horizontal,Accounting and Finance,Large,www.adp.com,https://www.linkedin.com/company/adp/about/,Phoenix,"111 W. Rio Salado Pkwy, Tempe, AZ 85281",HR and payroll software
Advanced Voice Recognition Systems,Null,Null,1-10 employees,Public,2005,B2B SaaS,Horizontal,Automation,Startup,www.avrsys.com,https://www.linkedin.com/company/adp/about/,Phoenix,"7659 E. Wood Drive, Scottsdale, AZ  85260",Voice recognition system
Advantiv,Dan Miller,https://www.linkedin.com/in/danmilleradvantiv/,1-10 employees,Self-funded,1996,B2B SaaS,Education,IT Mgt,Startup,www.advantiv.com,https://www.linkedin.com/company/advantiv-solutions/about/,Phoenix,"13835 N Tatum Blvd, Suite 9-409, Phoenix, AZ 85032",Tech procurement & selection for higher education
AdviNow Medical,James Bates,https://www.linkedin.com/in/jamessbates/,11-50 employees,VC-funded,2016,B2B SaaS,Healthcare,Business Mgt and ERP,Small,advinow.com,https://www.linkedin.com/company/advinow-medical/about/,Phoenix,"10446 N. 74th Street #120 Scottsdale, AZ 85258",Automating patient to physician interaction
Adviserly,Ted Carpenter,https://www.linkedin.com/in/tedcarpenter/,1-10 employees,Self-funded,2015,B2B SaaS,Automotive,Sales and Marketing,Startup,www.adviserly.com,https://www.linkedin.com/company/adviserly/about/,Phoenix,"2929 N Power Rd, Mesa, Arizona",Salesperson marketing pages for automotive dealerships
AdvisorClarity,Nick Mancini,https://www.linkedin.com/in/nickmancini/,1-10 employees,Self-funded,2016,B2B SaaS,Horizontal,Analytics and BI,Startup,www.advisorclarity.com,https://www.linkedin.com/company/advisormetrics/about/,Phoenix,"6929 E. Greenway Parkway, Suite 152, Scottsdale, Arizona 85254, US",Analytics platform for consulting firms
AerialSphere,Mike Smith,https://www.linkedin.com/in/mike-smith-b1835995/,11-50 employees,VC-funded,2014,B2B SaaS,Real Estate & Property Mgt.,Analytics and BI,Small,www.aerialsphere.com,https://www.linkedin.com/company/aerialsphere/about/,Phoenix,"5013 E WASHINGTON ST. • SUITE #200, PHOENIX, AZ 85034",Aerial image engine for commercial real estate
AFS Technologies,Richard Nicholas,https://www.linkedin.com/in/richard-nicholas-149886/,5001-10000 employees,VC-funded,1982,B2B SaaS,Retail,Sales and Marketing,Large,www.afsi.com,https://www.linkedin.com/company/afs-technologies-inc./about/,Phoenix,"2141 E Highland Ave, Phoenix, AZ 85016",Retail promotion mgmt for consumer products companies
AgJunction,M. Brett McMickell,https://www.linkedin.com/in/mcmickell/,51-200 employees,Acquired,1990,B2B SaaS,Agriculture,Automation,Medium,www.agjunction.com,https://www.linkedin.com/company/agjunction/about/,Phoenix,"9105 E Del Camino Dr #115, Scottsdale, AZ 85258",Autosteering and guidance software for farm equipment
Airlib,Herve Borrel,https://www.linkedin.com/in/herve-borrel-7556ab/,1-10 employees,Self-funded,2015,B2B SaaS,Horizontal,Analytics and BI,Startup,www.airlib.co,https://www.linkedin.com/company/airlib-inc/about/,Phoenix,"Scottsdale, AZ",High-resolution urban air quality and pollution maps
Airy Optics,Jeremy Shockley,https://www.linkedin.com/in/jeremyshockley/,1-10 employees,Self-funded,2016,B2B SaaS,Horizontal,Analytics and BI,Startup,www.airyoptics.com,https://www.linkedin.com/company/airy-optics/about/,Phoenix,"3580 W. Ina Rd., Suite 190, Tucson, AZ 85741",Optical design and polarization analysis program
Akos MD,Swaraj Singh,https://www.linkedin.com/in/swaraj-singh-ba418327/,11-50 employees,Angel or Seed Funding,2016,B2B SaaS,Healthcare,Communications,Small,akosmd.com,https://www.linkedin.com/company/akos-md/about/,Phoenix,"16435 N Scottsdale Road, Scottsdale, AZ 85254",Telemedicine platform with virtual urgent care
AL Advantage,Seth Resler,https://www.linkedin.com/in/sresler/,1-10 employees,Self-funded,2010,B2B SaaS,Healthcare,Practice Management,Startup,www.aladvantage.com,https://www.linkedin.com/company/aladvantage/about/,Phoenix,"14300 N Northsight Blvd #126Scottsdale, AZ 85260",Compliance software for senior care facilities
Alert GPS,Carol Columbo,https://www.linkedin.com/in/carol-colombo-45106028/,11-50 employees,Self-funded,2016,B2B SaaS,Horizontal,Automation,Small,alertgps.com,https://www.linkedin.com/company/alertgps/about/,Phoenix,"7047 E. Greenway Parkway, Scottsdale, AZ 85254",GPS enabled wearable device with alert capabilities
AlgoFace,Andrew Bart,https://www.linkedin.com/in/andrew-bart-4a904041/,11-50 employees,Angel or Seed Funding,2021,B2B SaaS,Horizontal,Automation,Small,www.algoface.ai,https://www.linkedin.com/company/algoface/about/,Phoenix,"Carefree, AZ",Computer Vision AI AR Facial Analysis Software
All Things EQ,Danna Evans,https://www.linkedin.com/in/danna-evans-01977479/,1-10 employees,Self-funded,2016,B2B SaaS,Education,eLearning,Startup,allthingseq.com,https://www.linkedin.com/company/allthingseq/about/,Phoenix,"Scottsdale, AZ",Social emotional learning platform
Amazon Services,Andy Jassy,https://www.linkedin.com/in/andy-jassy-8b1615/,1001-5000 employees,Public,1995,B2B SaaS,Horizontal,IT Mgt,Large,services.amazon.com,https://www.linkedin.com/showcase/amazon-services/about/,Phoenix,"40 E Rio Salado Pkwy Tempe, AZ 85281",Phoenix development center for Amazon.com
American Technology Solutions,Bob Edens,https://www.linkedin.com/in/bob-edens-33072931/,1-10 employees,Self-funded,2010,B2B SaaS,Horizontal,Communications,Startup,www.atsolutionsaz.com,https://www.linkedin.com/company/american-technology-cloud-llc/about/,Phoenix,"3145 E. Chandler Blvd., Suite #110 - #503, Phoenix, AZ 85048-8702",Hosted phone systems
Analytic Brokerage Platform,Rob Ekern,https://www.linkedin.com/in/robekern/,1-10 employees,Self-funded,2010,B2B SaaS,Horizontal,Sales and Marketing,Startup,analyticbroker.com,https://www.linkedin.com/company/analytic-broker/about/,Phoenix,"18521 E Queen Creek Rd #270, Queen Creek, AZ 85142",Sales software for insurance brokerages
Anju Software,Kurien Jacob,https://www.linkedin.com/in/kurien-jacob-6538539/,201-500 employees,VC-funded,2016,B2B SaaS,Healthcare,Practice Management,Medium,anjusoftware.com,https://www.linkedin.com/company/anju-software/about/,Phoenix,"4500 S Lakeshore Dr, Tempe, AZ 85282",Data management software for pharmaceutical companies
Annexus,Ron Shurts,https://www.linkedin.com/in/ron-shurts-564b1913b/,51-200 employees,Private Equity funding,2006,B2B SaaS,Financial Services,Accounting and Finance,Medium,www.annexus.com,https://www.linkedin.com/company/the-annexus-group/about/,Phoenix,"16767 N Perimeter Drive, Suite 320 Scottsdale, AZ 85260",Retirement planning software
AnnuityCheck,Steve Hutchinson,https://www.linkedin.com/in/hutchinsonsteve/,1-10 employees,Self-funded,2015,B2B SaaS,Financial Services,Sales and Marketing,Startup,annuitycheck.com,https://www.linkedin.com/company/annuitycheck/,Phoenix,"Phoenix, AZ",Marketing software for insurance agents
anthym,Brian Mohr,https://www.linkedin.com/in/bmohr/,1-10 employees,Angel or Seed Funding,2020,B2B SaaS,Horizontal,Communications,Startup,anthym.life,https://www.linkedin.com/company/getanthym/about/,Phoenix,"Phoenix, AZ",Storytelling platform aimed at teams working remotely
Anython,Scott Donnell,https://www.linkedin.com/in/donnell-scott/,11-50 employees,Angel or Seed Funding,2014,B2B SaaS,Non-Profit,Accounting and Finance,Small,anython.com,https://www.linkedin.com/company/anython/about/,Phoenix,"1 N 1st St, Phoenix, AZ 85004","Crowdfunding platform for your ""thon"" fundraisers"
ApostleTech,Kyle Aulerich,https://www.linkedin.com/in/kyleaulerich/,51-200 employees,Self-funded,2011,B2B SaaS,Construction,Sales and Marketing,Medium,apostletech.com,https://www.linkedin.com/company/apostletech/about/,Phoenix,"3133 W Frye Rd, Suite 101, Chandler, Arizona 85225",CRM for homebuilders
Aptech Systems,Jason Jones,https://www.linkedin.com/in/donnell-scott/,11-50 employees,Self-funded,1983,B2B SaaS,Horizontal,Analytics and BI,Small,www.aptech.com,https://www.linkedin.com/company/aptech-systems-inc-/about/,Phoenix,"2350 E Germann Road, STE 21, Chandler, AZ 85286",Computational and statistical analysis software
Arcana Networks,Unni Sreekumar,CEO and Chairman,1-10 employees,Self-funded,1999,B2B SaaS,Horizontal,IT Mgt,Startup,www.arcananet.com,https://www.linkedin.com/company/arcananetworks/about/,Phoenix,"Mesa, AZ",Network automation software
Arcoro,John Herr,https://www.linkedin.com/in/johnherr/,201-500 employees,Self-funded,2018,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.arcoro.com,https://www.linkedin.com/company/arcorohr/about/,Phoenix,"9362 E Raintree Dr, Scottsdale, AZ 85260",HR process management and automation software
Arctrieval,Jared Vishney,https://www.linkedin.com/in/jaredvishney/,11-50 employees,Other,2009,B2B SaaS,Healthcare,Document Management,Small,www.arctrieval.com,https://linkedin.com/company/arctreival-inc/about/,Phoenix,"Scottsdale, AZ",Medical records request management software
Aries Technology,Null,Null,51-200 employees,Self-funded,1986,B2B SaaS,Education,eLearning,Medium,www.aries.net,https://linkedin.com/company/arctreival-inc/about/,Phoenix,"1204 E. Baseline Road, Suite 106, Tempe, AZ 85283",eLearning software
Aspect Software,Patrick Dennis,https://www.linkedin.com/in/patrickjdennis/,1001-5000 employees,Acquired,1973,B2B SaaS,Horizontal,Sales and Marketing,Large,www.aspect.com,https://www.linkedin.com/company/aspect-software/about/,Phoenix,"2325 East Camelback Road, Suite 700 Phoenix, AZ 85016",Contact center software for large call centers
Aspen Systems,Lisa Lawrence,https://www.linkedin.com/in/lisa-lawrence-27055643,11-50 employees,Self-funded,1988,B2B SaaS,Food,Accounting and Finance,Small,www.aspen-systems.com,https://www.linkedin.com/company/aspen-systems-inc._2/about/,Phoenix,"6930 E. Chauncey Lane Suite 100 Phoenix, AZ 85054",Financial management software for food industry
Aspireship,Corey Kossack,https://www.linkedin.com/in/coreykossack/,11-50 employees,Other,2019,B2B SaaS,Horizontal,HR and Recruiting,Small,aspireship.com,https://www.linkedin.com/company/aspireship/about/,Phoenix,"Scottsdale, AZ",Career development/hiring for software companies
Assessment Technology,Null,Null,51-200 employees,Acquired,1986,B2B SaaS,Education,eLearning,Medium,www.ati-online.com,https://www.linkedin.com/company/assessment-technology-inc./about/,Phoenix,"6700 EAST SPEEDWAY BLVD., TUCSON, Arizona 85710, US",eLearning and education tools
assisTek,Cindy Howry,https://www.linkedin.com/in/cindyhowry,51-200 employees,Self-funded,1994,B2B SaaS,Healthcare,Practice Management,Medium,www.assistek.com,https://www.linkedin.com/company/assistek/about/,Phoenix,"2501 N. Hayden Rd. Suite 102, Scottsdale, AZ 85257",Mobile patient records for clinical trial assessment
Atlas AI,Eddie Willers,https://www.linkedin.com/in/eddie-willers-823580176/,1-10 employees,Self-funded,2018,B2B SaaS,Horizontal,Sales and Marketing,Startup,askatlas.ai,https://www.linkedin.com/company/atlasai/about/,Phoenix,"515 E Grant St, 150, Phoenix, Arizona 85004",Open source mktg AI & customer analysis platform
Attainia,DJ Chhabra,https://www.linkedin.com/in/dj-chhabra-0b193a/,51-200 employees,Acquired,2001,B2B SaaS,Healthcare,Business Mgt and ERP,Medium,www.attainia.com,https://www.linkedin.com/company/attainia/about/,Phoenix,"15333 N Pima Rd Suite 165, Scottsdale, AZ 85260, USA",Capital equipment planning software for healthcare
Audience Key,Tom Rusling,https://www.linkedin.com/in/rusling/,11-50 employees,Self-funded,2020,B2B SaaS,Horizontal,Sales and Marketing,Small,audiencekey.com,https://www.linkedin.com/company/audiencekey/about/,Phoenix,"Phoenix, AZ",Content marketing technology platform
AudiencePlus,Anthony Kennada,https://www.linkedin.com/in/akennada/,11-50 employees,Angel or Seed Funding,2022,B2B SaaS,Horizontal,Sales and Marketing,Small,saas.audienceplus.com,https://www.linkedin.com/company/audienceplus/about/,Phoenix,"7272 E Indian School Rd, Suite 540, Scottsdale, Arizona 85251, US",Owned media management platform
AudioEye,David Moradi,https://www.linkedin.com/in/david-moradi-8505a317/,51-200 employees,Public,2003,B2B SaaS,Horizontal,IT Mgt,Medium,www.audioeye.com,https://www.linkedin.com/company/audioeye-inc/about/,Phoenix,"5210 E Williams Cir #750, Tucson, AZ 85711",Accessibility software for content and UI reading
Aural Analytics,Justin Yap,https://www.linkedin.com/in/justinyap/,11-50 employees,Other,2015,B2B SaaS,Healthcare,Clinical,Small,auralanalytics.com,https://www.linkedin.com/company/auralanalytics/about/,Phoenix,"1355 N Scottsdale Rd, Scottsdale, Arizona 85257, US",Apps using speech to detect changes in brain health
AutoEnginuity,,Vice President of Engineering,1-10 employees,Acquired,2003,B2B SaaS,Automotive,Analytics and BI,Startup,www.autoenginuity.com,https://www.linkedin.com/company/autoenginuity/about/,Phoenix,"1819 N Rosemont Ste 101., Mesa, AZ 85205",Automotive diagnostics software
Automation Centre,Steven Birchfield,https://www.linkedin.com/in/steven-birchfield-b639236/,11-50 employees,Self-funded,1994,B2B SaaS,Horizontal,Business Mgt and ERP,Small,acentre.com,https://www.linkedin.com/company/automation-centre/about/,Phoenix,"3849 East Broadway Boulevard, Suite 304, Tucson, AZ 85716",Project Management Software Suite
AutoMon,Scot Asher,https://www.linkedin.com/in/scotasher/,11-50 employees,Self-funded,1992,B2G,Government,Business Mgt and ERP,Small,www.automon.com,https://www.linkedin.com/company/automon/about/,Phoenix,"6621 N Scottsdale Rd, Scottsdale, AZ 85250",Probation case mgmt for criminal justice agencies
